233,2023_02_23__132217_566,user,0,1,map_state_2023_02_23__132217_560.ini
234,2023_02_23__132357_503,user,2,0,C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\marvelmind_SW_2022_11_19\01_Common_Indoor_positioning_SW\Dashboard\windows\dashboard\maps\map_2023_02_21__1449_autosave.ini
235,2023_02_23__132401_595,user,1,0,
236,2023_03_31__084951_000,user,0,1,map_state_2023_03_31__084950_972.ini
237,2023_03_31__085011_626,user,0,1,map_state_2023_03_31__085011_618.ini
238,2023_03_31__085020_336,user,0,1,map_state_2023_03_31__085020_324.ini
239,2023_03_31__085042_603,user,0,1,map_state_2023_03_31__085042_594.ini
240,2023_03_31__085127_320,user,0,1,map_state_2023_03_31__085127_313.ini
241,2023_03_31__085139_973,user,0,1,map_state_2023_03_31__085139_956.ini
242,2023_03_31__085306_711,user,0,1,map_state_2023_03_31__085306_693.ini
243,2023_03_31__085315_027,user,0,1,map_state_2023_03_31__085315_009.ini
244,2023_03_31__085327_666,user,0,1,map_state_2023_03_31__085327_648.ini
245,2023_03_31__085336_975,user,0,1,map_state_2023_03_31__085336_959.ini
246,2023_03_31__085345_974,user,0,1,map_state_2023_03_31__085345_966.ini
247,2023_03_31__085440_401,user,0,1,map_state_2023_03_31__085440_384.ini
248,2023_03_31__085445_957,user,0,1,map_state_2023_03_31__085445_937.ini
249,2023_03_31__085453_090,user,0,1,map_state_2023_03_31__085453_074.ini
250,2023_03_31__085512_191,user,0,1,map_state_2023_03_31__085512_173.ini
251,2023_03_31__085515_142,user,0,1,map_state_2023_03_31__085515_125.ini
252,2023_03_31__085517_879,user,0,1,map_state_2023_03_31__085517_861.ini
253,2023_03_31__085520_723,user,0,1,map_state_2023_03_31__085520_714.ini
254,2023_03_31__085526_338,user,0,1,map_state_2023_03_31__085526_320.ini
255,2023_03_31__085527_400,user,0,1,map_state_2023_03_31__085527_382.ini
256,2023_03_31__085533_623,user,0,1,map_state_2023_03_31__085533_614.ini
257,2023_03_31__085536_233,user,1,0,
258,2023_03_31__085832_613,user,0,1,map_state_2023_03_31__085832_582.ini
259,2023_03_31__085848_075,user,0,1,map_state_2023_03_31__085848_057.ini
260,2023_03_31__085924_580,user,0,1,map_state_2023_03_31__085924_551.ini
261,2023_03_31__090047_333,user,0,1,map_state_2023_03_31__090047_310.ini
262,2023_03_31__090047_467,user,0,1,map_state_2023_03_31__090047_445.ini
263,2023_03_31__090142_410,user,0,1,map_state_2023_03_31__090142_388.ini
264,2023_03_31__090240_199,user,0,1,map_state_2023_03_31__090240_172.ini
265,2023_03_31__090300_050,user,0,1,map_state_2023_03_31__090300_027.ini
266,2023_03_31__090306_378,user,0,1,map_state_2023_03_31__090306_348.ini
267,2023_03_31__090310_892,user,0,1,map_state_2023_03_31__090310_867.ini
268,2023_03_31__090319_370,user,0,1,map_state_2023_03_31__090319_354.ini
269,2023_03_31__090325_004,user,0,1,map_state_2023_03_31__090324_984.ini
270,2023_03_31__090328_828,user,0,1,map_state_2023_03_31__090328_809.ini
271,2023_03_31__090343_925,user,0,1,map_state_2023_03_31__090343_898.ini
272,2023_03_31__090348_934,user,0,1,map_state_2023_03_31__090348_904.ini
273,2023_03_31__091016_260,user,0,1,map_state_2023_03_31__091016_230.ini
274,2023_03_31__091213_034,user,0,1,map_state_2023_03_31__091213_017.ini
275,2023_03_31__091226_635,user,0,1,map_state_2023_03_31__091226_609.ini
