03.04.2023 12:49:09, user, 1, 1, "Offset frequency, kHz (-203.13..201.54)", -46.02, -22.22
03.04.2023 12:49:09, user, 1, 1, "Offset frequency, kHz (-101.56..100.77)", 0.00, -22.22
03.04.2023 12:49:09, user, 1, 1, "Deviation frequency, kHz", 0.000, 47.607
03.04.2023 12:49:09, user, 1, 1, "Channel bandwidth, kHz", 30.093, 325.000
03.04.2023 12:49:09, user, 1, 1, "Max. acceleration, m/s2 (0.000..40.000)", License SW v7.1 required, 19.904
03.04.2023 12:49:11, user, 1, 1, "Rotation, degrees", 176.0, 48.0
03.04.2023 12:49:59, user, 2, 0, map freeze, 1
03.04.2023 12:50:22, user, 10, 6, device sleep, 
03.04.2023 12:51:06, user, 11, 6, device wake, 
03.04.2023 12:51:22, user, 10, 5, device sleep, 
03.04.2023 12:53:52, user, 1, 6, "Power save functions", enabled / active, disabled
03.04.2023 12:53:52, user, 1, 6, "Power save functions", disabled, enabled / active
03.04.2023 12:53:53, user, 1, 6, "Power save functions", enabled / active, disabled
03.04.2023 12:53:53, user, 1, 6, "Power save functions", disabled, enabled / active
03.04.2023 12:55:24, user, 1, 4, "Power save functions", enabled / active, disabled
03.04.2023 12:55:27, user, 1, 3, "Power save functions", enabled / active, disabled
03.04.2023 12:55:29, user, 1, 2, "Power save functions", enabled / active, disabled
03.04.2023 12:55:30, user, 1, 1, "Rotation, degrees", 48.0, 176.0
03.04.2023 12:55:32, user, 1, 1, "Power save functions", enabled / active, disabled
03.04.2023 12:55:41, user, 1, 1, "Rotation, degrees", 176.0, 48.0
03.04.2023 12:55:48, user, 1, 1, "Rotation, degrees", 48.0, 176.0
03.04.2023 12:55:54, user, 1, 1, "Rotation, degrees", 176.0, 48.0
03.04.2023 12:56:51, user, 11, 5, device wake, 
03.04.2023 12:56:52, user, 10, 6, device sleep, 
03.04.2023 12:56:56, user, 10, 6, device sleep, 
03.04.2023 12:57:07, user, 1, 1, "Rotation, degrees", 48.0, 176.0
03.04.2023 12:58:20, user, 1, 1, "Location update rate", 8 Hz, 12 Hz
03.04.2023 12:58:21, user, 1, 1, "Location update rate", 12 Hz, 16 Hz
03.04.2023 12:58:21, user, 1, 1, "Location update rate", 16 Hz, 16+ Hz
03.04.2023 12:58:22, user, 1, 1, "Location update rate", 16+ Hz, 0.05 Hz
03.04.2023 12:58:22, user, 1, 1, "Location update rate", 0.05 Hz, 0.1 Hz
03.04.2023 12:58:22, user, 1, 1, "Location update rate", 0.1 Hz, 0.2 Hz
03.04.2023 12:58:23, user, 1, 1, "Location update rate", 0.2 Hz, 0.5 Hz
03.04.2023 12:58:23, user, 1, 1, "Location update rate", 0.5 Hz, 1 Hz
03.04.2023 12:58:24, user, 1, 1, "Location update rate", 1 Hz, 2 Hz
03.04.2023 12:58:24, user, 1, 1, "Location update rate", 2 Hz, 4 Hz
03.04.2023 12:58:27, user, 1, 1, "Location update rate", 4 Hz, 8 Hz
03.04.2023 12:59:24, user, 11, 6, device wake, 
03.04.2023 12:59:39, user, 1, 1, "Rotation, degrees", 176.0, 48.0
03.04.2023 13:00:44, user, 1, 5, "Power save functions", enabled / active, disabled
03.04.2023 13:01:54, user, 10, 6, device sleep, 
03.04.2023 13:02:56, user, 1, 1, "UART speed, bps", 500000, 4800
03.04.2023 13:02:57, user, 1, 1, "UART speed, bps", 4800, 9600
03.04.2023 13:03:33, user, 1, 0, "Beacons view", normal, no additional info
03.04.2023 13:03:35, user, 1, 0, "Beacons view", no additional info, no location
03.04.2023 13:03:37, user, 1, 0, "Beacons view", no location, small size
03.04.2023 13:03:38, user, 1, 0, "Beacons view", small size, normal
03.04.2023 13:03:40, user, 1, 0, "Beacons view", normal, no additional info
03.04.2023 13:03:40, user, 1, 0, "Beacons view", no additional info, no location
03.04.2023 13:03:40, user, 1, 0, "Beacons view", no location, small size
03.04.2023 13:03:41, user, 1, 0, "Beacons view", small size, normal
03.04.2023 13:03:41, user, 1, 0, "Beacons view", normal, no additional info
03.04.2023 13:03:41, user, 1, 0, "Beacons view", no additional info, no location
03.04.2023 13:03:42, user, 1, 0, "Beacons view", no location, small size
03.04.2023 13:03:42, user, 1, 0, "Beacons view", small size, normal
03.04.2023 13:03:50, user, 1, 1, "Hopping mode", None, Sequence 1
03.04.2023 13:03:51, user, 1, 1, "Hopping mode", Sequence 1, Sequence 2
03.04.2023 13:03:52, user, 1, 1, "Hopping mode", Sequence 2, Sequence 3
03.04.2023 13:03:52, user, 1, 1, "Hopping mode", Sequence 3, None
03.04.2023 13:04:05, user, 1, 1, "Movement filtering", disabled, enabled
03.04.2023 13:04:12, user, 1, 1, "Movement filtering", enabled, disabled
03.04.2023 13:04:22, user, 1, 1, "Use pairs of beacons", disabled, enabled
03.04.2023 13:04:30, user, 1, 1, "Use pairs of beacons", enabled, disabled
03.04.2023 13:05:49, user, 11, 6, device wake, 
03.04.2023 13:05:53, user, 10, 5, device sleep, 
03.04.2023 13:14:30, user, 1, 21, "Rotation, degrees", 48.0, 0.0
03.04.2023 13:14:33, user, 1, 21, "Device address (1..254)", 21, 7
03.04.2023 13:22:22, user, 12, 7, device default, 
03.04.2023 13:24:35, user, 1, 21, "Device address (1..254)", 21, 7
03.04.2023 13:24:39, user, 12, 7, device default, 
